Index,Rarity,RT_Rarity,Headgear,Facial Hair,Hands,Mouth Accessory,Background,Hair,Body,Eyes,Tattoos,Earring,Clothing,Mouth
1578,161.6567,1915,None,None,Italian,None,Celadon,Black Fro,Light Brown,Cyborg,None,None,Dapper Suit,Regular
1579,214.2144,912,None,None,Italian,None,Chrome,Long Red Hair,Light Brown,Aviators Cyborg,Rekt,None,80s Disco Suit,Shocked
1580,100.0,84,Golden Halo,None,Italian,None,Celadon,Michael B.,Light Brown,Stoned,69,Helix Set,Blood-stained T,Vampire
1581,247.5466,430,Gold Laurel Wreath,None,Holy,None,Indigo,Luscious Brown,Light Beige,Beer Goggles,Tear Drop,None,Turtleneck,Shocked
1582,145.1237,2302,Black Beanie,None,Holy,None,Orange Sherbet,Michael B.,Dark Brown,Accountant Rims,None,None,Mustard Polo,Killer Smile
1583,175.4136,1657,None,None,Rockstar,None,Baby Yellow,Fresh Cut,Dark Brown,AR Glasses,None,None,Ape Suit,Bubble Gum
1584,193.9476,1302,Samurai Helmet,None,Italian,None,Vice City Pink,None,Dark Brown,Stoned,None,None,Astronaut,Regular
1585,191.5015,1174,BlackBerry Cap,None,Italian,None,Chrome,None,Dark Brown,Oval White Glasses,None,None,Kiss,Regular
1586,195.2889,2711,None,Thick Beard,Rockstar,None,Orange Sherbet,Long Red Hair,Dark Brown,Regular,None,None,Exec Suit,Regular
1587,211.1014,707,None,None,Rockstar,None,Orange Sherbet,Rainbow Fro,Dark Brown,Aviators Cyborg,None,Gold Stud & Cross,80s Gym,Regular
1588,130.7571,2692,None,None,Holy,None,Celadon,Keith G.,Light Brown,Regular,None,None,Exec Suit,Charming Smile
1589,213.0,210,None,None,Player,None,Indigo,Janet Y.,Robot,Swimmies,None,None,Psycho Rain Coat,Rainbow Grillz
1590,170.511,1889,Samurai Helmet,None,Holy,None,Malibu Blue,None,Light Brown,Black Wayfarer,Tear Drop,None,Kimono,Charming Smile
1591,114.2676,3041,None,None,Italian,None,Malibu Blue,Fresh Cut,Light Beige,Angry,None,None,Black Tuxedo,Killer Smile
1592,190.679,922,Black Beanie,None,Holy,None,Indigo,Balding,Dark Brown,VR Headset,None,Double Helix,GME T,Regular
1593,148.2444,2059,None,None,Player,None,Indigo,Fresh Cut,Dark Brown,Clockwork Orange,None,None,Exec Suit,Regular
1594,146.8695,2195,None,None,Holy,None,Baby Yellow,Hipster Beanie,Light Beige,Accountant Rims,None,None,Varsity Jacket,Shocked
1595,153.812,2050,None,None,Player,None,Vice City Pink,Luscious Brown,Zombie,Black Wayfarer,None,None,Blood-stained T,Vampire
1596,139.3305,2495,None,None,Rockstar,None,Indigo,Black Fro,Light Beige,Accountant Rims,None,None,Degen T,Charming Smile
1597,179.7604,1823,None,None,Player,None,Acquamarine,Luscious Brown,Light Beige,Cyborg,Rekt,None,Ouch!,Killer Smile
1598,168.3622,1521,None,None,Rockstar,None,Celadon,Hipster Beanie,Light Brown,The Gambler,None,None,Black Tuxedo,Rainbow Grillz
1599,164.0,83,Gorilla,None,Rockstar,None,Baby Yellow,None,Light Brown,None,None,None,Varsity Jacket,None
1600,196.9229,878,Black Beanie,None,Holy,None,Chrome,Murica,Light Beige,Angry,None,Diamond Stud & Cross,Samurai,Killer Smile
1601,137.2966,2394,None,None,Rockstar,None,Celadon,Mullet,Dark Brown,Blasé,None,Silver Ring,VC Fleece,Drooling
1602,149.0,151,Oil Tycoon,None,Rockstar,None,Indigo,Murica,Light Brown,Cyborg,Full Face,Diamond Stud & Cross,Mink Coat,Regular
1603,21.0,30,Shark,None,Holy,None,Chrome,None,Light Beige,Possessed,Bowie,None,Rough Night T,Drooling
1604,189.0671,1151,Pirate,None,Rockstar,None,Chrome,Michael B.,Light Beige,Villain Monocle,None,None,Rough Night T,Regular
1605,132.2681,2532,None,None,Rockstar,None,Malibu Blue,Top Knot,Light Brown,Regular,None,None,Friday Night Blazer,Paint Mask
1606,220.8087,623,Fast Food Cap,None,Holy,None,Malibu Blue,None,Light Brown,Founder Life,None,Gold Pendant,Exec Suit,Bubble Gum
1607,169.3511,1460,None,None,Holy,None,Celadon,Luscious Blonde,Dark Brown,Fear & Loathing,None,None,Blue Jeans Jacket,Regular
1608,186.1689,1100,Gamer Headset,None,Holy,None,Malibu Blue,Michael B.,Dark Brown,Angry,None,None,GME T,420
1609,133.0702,2697,None,None,Italian,None,Acquamarine,Mullet,Dark Brown,Regular,None,Silver Ring,Hawaiian Shirt,Killer Smile
1610,171.5151,1368,None,None,Rockstar,None,Indigo,Hipster Beanie,Dark Brown,Villain Monocle,None,None,BTFD T,The pipe
1611,280.0838,241,Robin Hood Hat,None,Holy,None,Chrome,Balding,Zombie,Aviators Cyborg,None,None,Black Jeans Jacket,Shocked
1612,141.2137,2441,Samurai Helmet,None,Rockstar,None,Celadon,None,Light Brown,Angry,None,None,Hawaiian Shirt,Bubble Gum
1613,124.3705,2664,None,None,Holy,None,Baby Yellow,Surfer,Light Brown,Cyborg,None,None,Analyst Blazer,Shocked
1614,198.0159,1195,Ushanka,Verdi Beard,Player,None,Orange Sherbet,Michael B.,Light Beige,The Gambler,None,None,Turtleneck,Charming Smile
1615,231.5133,527,None,None,Rockstar,None,Acquamarine,Punk Mohawk,Dark Brown,Hypnotized,None,Gold Pendant,Exec Suit,Killer Smile
1616,114.5725,2910,None,None,Holy,None,Indigo,Frazzled Bleached,Light Beige,Angry,None,None,Analyst Blazer,Vampire
1617,177.051,1321,Pirate,None,Holy,None,Orange Sherbet,Murica,Dark Brown,Swimmies,None,None,Samurai,Charming Smile
1618,126.649,2817,None,None,Holy,None,Chrome,Michael B.,Robot,Angry,None,Double Helix,Kimono,Regular
1619,270.836,456,None,None,Player,None,Indigo,Hipster Beanie,Gold,Blasé,Full Face,None,Kiss,Regular
1620,116.8579,2940,None,None,Holy,None,Vice City Pink,Slicked Back,Light Brown,YOLO-ed life savings,None,None,Hawaiian Shirt,Charming Smile
1621,119.9298,2941,Ushanka,None,Italian,None,Indigo,Michael B.,Dark Brown,Regular,None,None,Friday Night Blazer,Regular
1622,133.8559,2577,Pirate,None,Player,None,Indigo,Michael B.,Dark Brown,Regular,None,None,Black Tuxedo,Vampire
1623,188.6809,1033,None,None,Player,None,Indigo,Luscious Blonde,Dark Brown,Cyborg,None,None,Playful Shirt,Marlboro Red
1624,131.7044,2622,None,None,Holy,None,Chrome,Top Knot,Light Beige,Possessed,None,None,Hawaiian Shirt,Psycho Smile
1625,113.0,250,None,None,Holy,None,Baby Yellow,Rainbow Fro,Light Brown,Beer Goggles,69,None,I Like The Stock T,Drooling
1626,161.0886,1895,None,None,Holy,None,Chrome,Keith G.,Light Brown,3D Glasses,None,None,This Guy F*cks Suit,Killer Smile
1627,159.6472,2437,None,Verdi Beard,Player,None,Indigo,Fresh Cut,Dark Brown,Accountant Rims,None,None,Black Jeans Jacket,Charming Smile
1628,169.3099,2540,None,None,Rockstar,None,Vice City Pink,Balding,Light Brown,Angry,Bowie,None,Playful Shirt,Shocked
1629,219.6493,686,None,None,Italian,None,Vice City Pink,Punk Mohawk,Light Brown,Regular,None,Gold Pendant,Blue Jeans Jacket,Charming Smile
1630,138.4514,2412,None,None,Player,None,Acquamarine,Top Knot,Light Beige,Oval White Glasses,None,None,Shark Suit,Killer Smile
1631,120.1822,3019,None,None,Player,None,Acquamarine,Long Red Hair,Light Beige,Stoned,Tear Drop,None,WSC Red T,Regular
1632,201.9873,1796,None,None,Holy,None,Indigo,Slicked Back,Light Beige,Oval White Glasses,Barbed Wire,None,Golf Polo,Killer Smile
1633,151.2204,2197,None,None,Italian,None,Celadon,Slicked Back,Light Brown,Swimmies,None,None,Lehman Siblings T,Drooling
1634,178.4543,1756,Red Beanie,None,Player,Chad Mask,Celadon,Michael B.,Dark Brown,Oval White Glasses,None,None,WcDonalds GM,Psycho Smile
1635,161.5,1850,Ushanka,None,Holy,None,Acquamarine,Michael B.,Robot,Blasé,None,None,Varsity Jacket,Regular
1636,182.2404,1227,Samurai Helmet,None,Player,None,Celadon,None,Dark Brown,Accountant Rims,None,None,Black Jeans Jacket,Rainbow Grillz
1637,160.9948,2044,None,None,Rockstar,None,Baby Yellow,Top Knot,Light Brown,Regular,None,None,Ape Suit,Shocked
1638,192.0,257,Gamer Headset,None,Rockstar,None,Indigo,Michael B.,Light Brown,Regular,None,None,I Like The Stock T,Killer Smile
1639,245.026,681,WSC Cap,None,Player,Chad Mask,Acquamarine,None,Robot,Accountant Rims,None,None,XXL Black T,Psycho Smile
1640,157.5341,1856,Black Beanie,None,Rockstar,None,Malibu Blue,Michael B.,Dark Brown,Regular,None,Diamond Stud & Cross,WSC Black T,Regular
1641,212.4891,645,Black Beanie,None,Rockstar,None,Orange Sherbet,Murica,Light Beige,Regular,None,Gold Pendant,Black Jeans Jacket,Regular
1642,275.0,291,Saudi Prince,None,Player,None,Vice City Pink,Balding,Light Brown,YOLO-ed life savings,None,None,Bull Suit,Shocked
1643,238.2656,504,Red Beanie,None,Rockstar,None,Malibu Blue,Balding,Dark Brown,The Gambler,None,None,Army Gear,The pipe
1644,226.0748,1925,None,Thick Beard,Holy,None,Acquamarine,Balding,Light Brown,Regular,None,None,Knight Armor,Bubble Gum
1645,127.4612,2716,None,None,Holy,None,Celadon,Black Fro,Dark Brown,Possessed,None,None,BTFD T,Charming Smile
1646,198.5712,1009,None,None,Rockstar,None,Acquamarine,Frazzled Bleached,Light Brown,Swimmies,None,None,Mink Coat,Cuban Cigar
1647,174.4559,2356,None,None,Rockstar,None,Celadon,Luscious Blonde,Robot,Blasé,Full Face,None,BTFD T,Regular
1648,166.1295,1635,None,None,Player,None,Vice City Pink,Luscious Brown,Dark Brown,Beer Goggles,None,Double Helix,Black Jeans Jacket,Psycho Smile
1649,205.0815,871,None,None,Holy,None,Malibu Blue,Luscious Brown,Light Brown,Oval White Glasses,None,Gold Stud & Cross,Much Wow T,Killer Smile
1650,150.5428,2201,Red Beanie,None,Rockstar,None,Baby Yellow,Michael B.,Robot,Regular,None,None,Rambo,Regular
1651,148.8664,2035,None,None,Player,None,Orange Sherbet,Fresh Cut,Zombie,Cyborg,None,None,VC Fleece,Regular
1652,212.1969,832,BlackBerry Cap,None,Player,None,Orange Sherbet,None,Light Beige,Angry,None,None,Army Gear,Rainbow Grillz
1653,173.789,1665,None,None,Player,None,Celadon,Long Red Hair,Dark Brown,Regular,None,None,Astronaut,420
1654,11.0,5,Bull Horns,None,Rockstar,None,Celadon,Michael B.,Dark Brown,Villain Monocle,None,None,Bull Suit,Regular
1655,44.0,24,Bull Horns,None,Player,None,Chrome,Michael B.,Light Brown,Blasé,None,None,BTFD T,Shocked
1656,120.6277,2913,None,None,Player,None,Chrome,Long Red Hair,Dark Brown,Angry,None,None,Degen T,Killer Smile
1657,214.4023,163,Ninja Mask,None,Holy,None,Vice City Pink,None,Light Beige,Angry,None,None,Cookies N Cream Suit,None
1658,248.1362,730,None,None,Player,None,Indigo,Slicked Back,Dark Brown,Accountant Rims,Bowie,None,Army Gear,Rainbow Grillz
1659,220.2181,564,Born To Ape Helmet,None,Player,None,Chrome,Michael B.,Robot,Villain Monocle,None,Helix Set,Turtleneck,Bubble Gum
1660,182.0478,1564,None,None,Italian,None,Indigo,Slicked Back,Light Brown,Founder Life,None,None,Astronaut,Regular
1661,211.1689,1003,None,None,Holy,None,Baby Yellow,Hipster Beanie,Light Brown,Stoned,None,None,Papal Regalia,Cuban Cigar
1662,208.1871,709,Ushanka,None,Holy,None,Acquamarine,Michael B.,Light Beige,Aviators Cyborg,None,Silver Ring,Kimono,Regular
1663,179.0869,1534,None,None,Holy,None,Orange Sherbet,Black Fro,Light Beige,Black Wayfarer,None,None,Mink Coat,Drooling
1664,59.0,71,King's Crown,None,Holy,None,Baby Yellow,Murica,Light Beige,Possessed,Bowie,None,Turtleneck,Regular
1665,142.2274,2436,None,None,Holy,None,Acquamarine,Fresh Cut,Dark Brown,Black Wayfarer,None,None,Dapper Suit,Bubble Gum
1666,159.5677,1697,None,None,Holy,None,Vice City Pink,Top Knot,Dark Brown,The Gambler,None,Double Helix,Cookies N Cream Suit,Bubble Gum
1667,247.3538,413,None,None,Rockstar,None,Chrome,Giga Chad,Dark Brown,Angry,None,None,Mustard Polo,Regular
1668,139.5537,2518,None,None,Rockstar,None,Vice City Pink,Slicked Back,Light Beige,Possessed,None,None,Lehman Siblings T,Killer Smile
1669,203.5463,837,None,None,Holy,None,Orange Sherbet,Michael B.,Light Beige,Bezos Glasses,None,Silver Ring,Turtleneck,Regular
1670,151.6531,2108,None,None,Player,None,Acquamarine,Rainbow Fro,Dark Brown,Regular,None,None,GME T,Rainbow Grillz
1671,248.1695,435,None,None,Holy,None,Baby Yellow,Long Red Hair,Light Beige,Three-Eyed,None,None,Shark Suit,Killer Smile
1672,191.7807,995,Saudi Prince,None,Italian,None,Malibu Blue,Murica,Light Brown,Black Wayfarer,None,None,VC Fleece,Regular
1673,132.3091,2629,None,None,Holy,None,Orange Sherbet,Hipster Beanie,Dark Brown,Angry,None,None,Shark Suit,Bubble Gum
1674,245.7318,215,Born To Ape Helmet,None,Holy,None,Celadon,Michael B.,Zombie,Stoned,Tear Drop,Helix Set,Psycho Rain Coat,The pipe
1675,228.9585,1866,None,Thick Beard,Rockstar,None,Malibu Blue,Dreadlocks,Dark Brown,Regular,None,None,Samurai,Regular
1676,120.125,2899,None,None,Rockstar,None,Celadon,Surfer,Light Beige,YOLO-ed life savings,None,None,Degen T,Charming Smile
1677,255.5888,377,BlackBerry Cap,None,Rockstar,None,Celadon,None,Light Beige,Bezos Glasses,None,None,Blue Jeans Jacket,420
1678,151.5731,2724,Fast Food Cap,Verdi Beard,Rockstar,None,Orange Sherbet,None,Dark Brown,Stoned,None,None,80s Gym,Regular
1679,273.0,229,None,None,Holy,None,Orange Sherbet,Luscious Brown,Gold,VR Headset,Tear Drop,Helix Set,Trench Coat,Psycho Smile
1680,145.5744,2271,None,None,Player,None,Indigo,Murica,Light Brown,Regular,None,Diamond Stud & Cross,WSC Black T,Shocked
1681,184.2123,1145,None,None,Player,None,Indigo,Long Red Hair,Robot,Hypnotized,None,None,Kiss,Drooling
1682,170.8824,2139,None,Verdi Beard,Holy,None,Orange Sherbet,Long Red Hair,Zombie,AR Glasses,None,None,Blood-stained T,Regular
1683,221.3547,616,None,None,Player,None,Celadon,Surfer,Dark Brown,Bezos Glasses,None,None,This Guy F*cks Suit,Regular
1684,133.4481,2770,None,None,Holy,None,Acquamarine,Michael B.,Light Beige,Stoned,Tear Drop,Double Helix,Kimono,Charming Smile
1685,215.9085,573,Pirate,Wise Grey Beard,Player,None,Indigo,Murica,Light Brown,Blasé,None,Silver Ring,VC Fleece,Regular
1686,117.8005,2956,None,None,Holy,None,Indigo,Slicked Back,Light Beige,Blasé,None,None,WSC Red T,Killer Smile
1687,131.9487,2723,None,None,Rockstar,None,Chrome,Luscious Blonde,Robot,Regular,None,None,Wen Moon T,Killer Smile
1688,217.9116,641,Saudi Prince,None,Player,None,Orange Sherbet,Michael B.,Light Brown,Swimmies,None,None,Wen Moon T,Rainbow Grillz
1689,188.5154,1579,None,None,Holy,None,Vice City Pink,Mullet,Dark Brown,VR Headset,69,Silver Ring,Friday Night Blazer,Regular
1690,248.0,552,WSC Cap,Thick Beard,Holy,None,Celadon,None,Light Brown,Swimmies,None,Diamond Stud & Cross,Psycho Rain Coat,Charming Smile
1691,213.8693,765,Fast Food Cap,None,Player,None,Indigo,None,Zombie,Founder Life,None,Silver Ring,Much Wow T,Charming Smile
1692,180.8589,1370,None,None,Holy,None,Vice City Pink,Dreadlocks,Light Beige,Swimmies,None,None,"""Investor"" T",Regular
1693,168.8381,2448,None,None,Holy,None,Acquamarine,Dreadlocks,Light Beige,Founder Life,Full Face,None,Friday Night Blazer,Charming Smile
1694,51.0,116,Born To Ape Helmet,Thick Beard,Player,None,Orange Sherbet,Balding,Dark Brown,Oval White Glasses,None,Double Helix,Emperor Gown,Charming Smile
1695,157.6267,2328,None,None,Player,None,Acquamarine,Keith G.,Dark Brown,YOLO-ed life savings,Rekt,None,Dapper Suit,Regular
1696,194.0703,1901,None,None,Player,None,Vice City Pink,Green Fro,Light Beige,Blasé,Barbed Wire,None,Exec Suit,Regular
1697,150.3714,2116,None,None,Rockstar,None,Celadon,Luscious Brown,Light Brown,Regular,None,Diamond Stud & Cross,Shark Suit,Drooling
1698,133.1549,2640,None,None,Holy,None,Orange Sherbet,Michael B.,Light Beige,AR Glasses,None,None,Degen T,The pipe
1699,156.642,2565,None,Verdi Beard,Player,None,Orange Sherbet,Hipster Beanie,Light Beige,Stoned,None,None,This Guy F*cks Suit,Charming Smile
1700,147.0584,2322,None,None,Holy,None,Orange Sherbet,Fresh Cut,Light Beige,3D Glasses,None,None,80s Disco Suit,Killer Smile
1701,224.0,114,Gorilla,None,Holy,None,Indigo,None,Light Brown,None,None,None,WSC Red T,None
1702,160.108,1903,None,None,Player,None,Baby Yellow,Black Fro,Dark Brown,The Gambler,None,None,Gala Suit,Killer Smile
1703,153.82,2082,None,None,Rockstar,None,Malibu Blue,Hipster Beanie,Light Brown,Accountant Rims,None,None,80s Disco Suit,Bubble Gum
1704,127.3519,2883,None,None,Player,None,Acquamarine,Michael B.,Light Brown,AR Glasses,Rekt,Double Helix,Cookies N Cream Suit,Killer Smile
1705,112.8162,2998,None,None,Rockstar,None,Acquamarine,Surfer,Robot,Regular,None,None,Black Tuxedo,Killer Smile
1706,76.0,56,Golden Halo,None,Holy,None,Indigo,Michael B.,Light Brown,Beer Goggles,69,Diamond Stud & Cross,WSC Black T,420
1707,118.1697,2929,None,None,Player,None,Celadon,Fresh Cut,Light Beige,Oval White Glasses,None,None,Turtleneck,Regular
1708,137.8278,2785,None,None,Holy,None,Celadon,Rainbow Fro,Zombie,Regular,Rekt,None,WSC Trader,Charming Smile
1709,215.5595,357,Red Beanie,None,Holy,None,Vice City Pink,Balding,Zombie,Stoned,Rekt,Diamond Stud & Cross,Turtleneck,Bubble Gum
1710,171.0,253,None,None,Player,Chad Mask,Vice City Pink,Janet Y.,Light Beige,Villain Monocle,None,None,Exec Suit,Psycho Smile
1711,146.1661,2222,Pirate,None,Holy,None,Baby Yellow,Michael B.,Light Brown,3D Glasses,None,None,Exec Suit,Killer Smile
1712,216.5401,954,None,Verdi Beard,Holy,None,Acquamarine,Black Fro,Light Beige,Villain Monocle,None,None,White Polo,Regular
1713,135.6734,2505,None,None,Rockstar,None,Indigo,Slicked Back,Light Brown,Villain Monocle,None,None,WSC Trader,Regular
1714,198.4691,1374,None,Verdi Beard,Player,None,Acquamarine,Keith G.,Light Beige,Possessed,None,None,Trench Coat,420
1715,160.7535,1808,None,None,Rockstar,None,Orange Sherbet,Fresh Cut,Dark Brown,VR Headset,None,None,Hodl 2 Moon T,Killer Smile
1716,217.7906,708,Red Beanie,None,Rockstar,None,Baby Yellow,Michael B.,Light Brown,Beer Goggles,None,None,XXL Black T,Cuban Cigar
1717,157.8687,2214,None,None,Rockstar,None,Celadon,Surfer,Light Brown,Stoned,None,None,Paper Hands,Drooling
1718,209.2058,748,Doge Hat,None,Rockstar,None,Vice City Pink,Michael B.,Light Brown,Fear & Loathing,None,None,Mustard Polo,Killer Smile
1719,235.3892,487,Oil Tycoon,None,Player,None,Celadon,Michael B.,Light Brown,Villain Monocle,None,None,Kiss,Cuban Cigar
1720,112.4693,2959,None,None,Player,None,Baby Yellow,Surfer,Light Brown,Possessed,None,None,WcDonalds GM,Psycho Smile
1721,115.5951,3079,None,None,Rockstar,None,Orange Sherbet,Fresh Cut,Light Beige,Angry,Rekt,None,WSC Trader,Regular
1722,188.69,1164,Wolf,None,Player,None,Chrome,None,Light Beige,Angry,None,None,Knight Armor,Shocked
1723,185.7715,1430,None,None,Player,None,Acquamarine,Balding,Light Beige,3D Glasses,None,Double Helix,Paper Hands,Drooling
1724,209.7504,869,None,None,Player,None,Celadon,Long Red Hair,Light Beige,Fear & Loathing,Tear Drop,None,Trench Coat,Drooling
1725,218.5723,1099,WSC Cap,None,Player,Chad Mask,Indigo,None,Dark Brown,Regular,None,None,XXL Black T,Psycho Smile
1726,162.1152,1853,None,None,Rockstar,None,Orange Sherbet,Lil Chaddy,Light Brown,Black Wayfarer,None,None,Rambo,Regular
1727,125.8926,2826,None,None,Rockstar,None,Chrome,Fresh Cut,Light Brown,Black Wayfarer,None,None,Blue Jeans Jacket,Regular
1728,201.5926,812,Born To Ape Helmet,None,Holy,None,Baby Yellow,Balding,Dark Brown,3D Glasses,None,Helix Set,Blood-stained T,Regular
1729,135.1888,2539,None,None,Rockstar,None,Indigo,Keith G.,Dark Brown,Angry,None,None,WSC Trader,Vampire
1730,149.6947,2901,None,None,Player,None,Vice City Pink,Surfer,Light Brown,Angry,Full Face,None,WcDonalds GM,Drooling
1731,181.4012,1263,Red Beanie,None,Holy,None,Acquamarine,Murica,Zombie,Stoned,None,None,Psycho Rain Coat,Regular
1732,133.0,483,None,Thick Beard,Italian,None,Orange Sherbet,Luscious Brown,Light Brown,Possessed,None,None,Papal Regalia,Marlboro Red
1733,165.7967,1650,None,None,Player,None,Malibu Blue,Luscious Brown,Light Beige,The Gambler,None,None,Wen Moon T,The pipe
1734,186.8053,1232,Oil Tycoon,None,Player,None,Acquamarine,Michael B.,Light Beige,Founder Life,Rekt,None,Hawaiian Shirt,Vampire
1735,172.0,75,Astronaut Helmet,None,Holy,None,Chrome,None,Light Brown,None,None,None,VC Fleece,None
1736,259.4861,115,Ninja Mask,None,Italian,None,Malibu Blue,None,Zombie,Angry,None,None,Kimono,None
1737,174.1741,1683,None,None,Player,None,Malibu Blue,Fresh Cut,Zombie,Angry,None,None,Mink Coat,Charming Smile
1738,198.6392,1646,None,None,Player,None,Orange Sherbet,Dreadlocks,Light Brown,AR Glasses,Full Face,None,BTFD T,Shocked
1739,175.8834,1595,Fast Food Cap,None,Rockstar,None,Chrome,None,Light Brown,Oval White Glasses,None,None,Ape Suit,Regular
1740,174.8151,1586,None,None,Italian,None,Orange Sherbet,Dreadlocks,Dark Brown,AR Glasses,None,None,80s Disco Suit,Shocked
1741,203.5165,815,Red Beanie,None,Holy,None,Indigo,Michael B.,Dark Brown,Stoned,None,Gold Stud & Cross,Rough Night T,Shocked
1742,74.0,33,Astronaut Helmet,None,Holy,None,Celadon,None,Light Brown,None,None,None,Astronaut,None
1743,177.4976,1214,None,None,Holy,None,Vice City Pink,Black Fro,Dark Brown,Clockwork Orange,None,Silver Ring,Mustard Polo,Drooling
1744,174.7475,1703,Pirate,None,Holy,None,Malibu Blue,Michael B.,Light Beige,YOLO-ed life savings,None,None,Paper Hands,Shocked
1745,147.0656,2092,None,None,Rockstar,None,Baby Yellow,Luscious Brown,Light Beige,Hypnotized,None,None,Cookies N Cream Suit,Paint Mask
1746,174.5427,1649,None,None,Player,None,Acquamarine,Murica,Dark Brown,Regular,None,None,Astronaut,Vampire
1747,260.3295,560,None,None,Player,None,Vice City Pink,Black Fro,Light Beige,3D Glasses,Rekt,None,Papal Regalia,Rainbow Grillz
1748,130.2162,2755,None,None,Holy,None,Orange Sherbet,Slicked Back,Light Brown,Stoned,None,None,Kimono,Drooling
1749,120.824,2938,None,None,Rockstar,None,Chrome,Black Fro,Dark Brown,Angry,None,None,Degen T,Regular
1750,199.906,901,Robin Hood Hat,None,Player,None,Indigo,Michael B.,Light Beige,YOLO-ed life savings,None,None,Lehman Siblings T,Regular
1751,169.2314,1574,None,None,Holy,None,Chrome,Green Fro,Dark Brown,Regular,None,None,Kiss,Killer Smile
1752,177.7628,1326,None,None,Player,None,Vice City Pink,Long Red Hair,Dark Brown,Swimmies,None,None,White Polo,Psycho Smile
1753,109.7607,3003,None,None,Holy,None,Chrome,Luscious Blonde,Light Beige,3D Glasses,None,None,Analyst Blazer,Drooling
1754,194.6794,1026,None,None,Holy,None,Malibu Blue,Green Fro,Zombie,3D Glasses,None,Silver Ring,Golf Polo,Regular
1755,165.0957,1591,None,None,Rockstar,None,Orange Sherbet,Luscious Blonde,Light Beige,Clockwork Orange,None,None,Blood-stained T,Bubble Gum
1756,188.8216,1133,Wolf,None,Holy,None,Malibu Blue,None,Dark Brown,Accountant Rims,None,None,This Guy F*cks Suit,Bubble Gum
1757,160.7853,1885,Helicopter Cap,None,Holy,None,Chrome,None,Light Beige,YOLO-ed life savings,None,None,Rambo,Psycho Smile
1758,185.864,1522,Pirate,Verdi Beard,Rockstar,None,Chrome,Balding,Dark Brown,Possessed,None,None,Degen T,Charming Smile
1759,151.1369,2107,None,None,Holy,None,Acquamarine,Balding,Dark Brown,Possessed,None,Double Helix,Varsity Jacket,Drooling
1760,130.1107,2592,None,None,Holy,None,Vice City Pink,Slicked Back,Dark Brown,AR Glasses,None,None,Friday Night Blazer,Cuban Cigar
1761,165.4041,1813,None,None,Italian,None,Indigo,Luscious Blonde,Light Beige,Villain Monocle,None,None,Dapper Suit,Regular
1762,49.0,68,Shark,None,Player,None,Baby Yellow,None,Light Beige,Angry,None,None,Playful Shirt,Regular
1763,116.0765,2926,None,None,Rockstar,None,Orange Sherbet,Hipster Beanie,Psychedelic,Regular,None,None,Cookies N Cream Suit,Killer Smile
1764,179.6807,2101,None,None,Player,Chad Mask,Acquamarine,Fresh Cut,Dark Brown,Regular,None,None,Kimono,Psycho Smile
1765,154.6165,1997,None,None,Holy,None,Orange Sherbet,Dreadlocks,Dark Brown,Stoned,None,None,WSC Red T,Rainbow Grillz
1766,159.1265,1939,None,None,Player,None,Acquamarine,Slicked Back,Dark Brown,Hypnotized,None,None,Golf Polo,Drooling
1767,237.8401,544,Saudi Prince,None,Rockstar,None,Chrome,Murica,Light Brown,Possessed,Rekt,None,Wen Moon T,Vampire
1768,198.4333,1651,None,None,Holy,None,Chrome,Slicked Back,Light Beige,Beer Goggles,69,None,GME T,Killer Smile
1769,134.0425,2375,None,None,Player,None,Vice City Pink,Frazzled Bleached,Robot,Cyborg,None,None,Friday Night Blazer,Regular
1770,122.672,2841,None,None,Player,None,Baby Yellow,Surfer,Light Beige,Possessed,None,None,Blue Jeans Jacket,Regular
1771,145.5802,2373,None,None,Italian,None,Orange Sherbet,Luscious Brown,Robot,Hypnotized,None,None,WSC Black T,Killer Smile
1772,186.3422,1620,None,Verdi Beard,Player,None,Baby Yellow,Punk Mohawk,Dark Brown,Blasé,None,None,Hodl 2 Moon T,420
1773,262.0,330,Sombrero,None,Rockstar,None,Celadon,Murica,Light Brown,Villain Monocle,Bowie,None,Blue Jeans Jacket,Regular
1774,147.8584,2075,Helicopter Cap,None,Holy,None,Indigo,None,Light Brown,Possessed,None,None,VC Fleece,Shocked
1775,151.0331,1929,None,None,Rockstar,None,Chrome,Green Fro,Light Beige,The Gambler,None,None,Friday Night Blazer,Charming Smile
1776,163.817,1826,Fast Food Cap,None,Holy,None,Vice City Pink,None,Zombie,Regular,None,None,This Guy F*cks Suit,Psycho Smile
1777,162.6247,1832,None,None,Player,None,Vice City Pink,Fresh Cut,Dark Brown,Fear & Loathing,Tear Drop,None,WcDonalds GM,Regular
1778,160.5336,1814,Pirate,None,Italian,None,Indigo,Murica,Light Brown,Swimmies,None,None,Exec Suit,Regular
1779,161.0766,1779,None,None,Holy,None,Malibu Blue,Hipster Beanie,Robot,3D Glasses,None,None,Exec Suit,Vampire
1780,177.0,90,Gorilla,None,Holy,None,Vice City Pink,None,Dark Brown,None,None,None,Wen Moon T,None
1781,195.8034,876,Saudi Prince,None,Holy,None,Orange Sherbet,Michael B.,Light Brown,Aviators Cyborg,None,None,WSC Trader,Regular
1782,101.1067,3095,None,None,Italian,None,Vice City Pink,Surfer,Light Beige,Stoned,None,None,Cookies N Cream Suit,Regular
